answer_f1_ci95,answer_f1_max,answer_f1_mean,answer_f1_min,answer_f1_std,avg_reward_ci95,avg_reward_max,avg_reward_mean,avg_reward_min,avg_reward_std,comparison_method,mrr_ci95,mrr_max,mrr_mean,mrr_min,mrr_std,num_seeds,policy_name,recall@10_ci95,recall@10_max,recall@10_mean,recall@10_min,recall@10_std,retriever,reward_improvement_ci95,reward_improvement_max,reward_improvement_mean,reward_improvement_min,reward_improvement_std
0.037067463213917004,0.4961843122117282,0.451898576328556,0.3893408034896447,0.042288452806015946,0.0386046110786043,0.4324176203475048,0.3876484670498346,0.31982501157714116,0.04404210949831668,llm_rewrite,0.006686264057193973,0.08871164021164021,0.08266878306878307,0.07383862433862434,0.0076280310956118695,5,always_llm,0.01698666666666667,0.21666666666666667,0.198,0.16666666666666666,0.01937925580499818,bm25,0.016262020903370682,0.025035218814150363,0.0023159181878781208,-0.025264104360188454,0.018552542954826216
0.030535598774995745,0.4749951550556351,0.44127961631459345,0.39271446685057143,0.03483656867068867,0.029535034780715955,0.420607336069929,0.3866930598637373,0.3362443579651192,0.03369507422831708,rl_selected_rewrite,0.004708451982772476,0.08843783068783068,0.08102724867724867,0.07647883597883598,0.005371642195037207,5,calibrated_recovery_policy,0.014313816169468342,0.20333333333333334,0.18666666666666668,0.16333333333333333,0.016329931618554522,bm25,0.015535153040655825,0.030369625619511426,0.0013605110017808186,-0.0156563013823819,0.017723295020290297
0.02815298941818748,0.456850884005683,0.4243230702100621,0.38505119047599506,0.03211836638209157,0.027384088209863704,0.40091090194159856,0.37141166117778873,0.3234477153378266,0.03124116466280907,conservative_contextual_bandit,0.007327637063204017,0.08649338624338625,0.07683121693121693,0.06593783068783068,0.008359742136617911,5,conservative_linucb_policy,0.010932357680045253,0.18333333333333332,0.17333333333333334,0.15333333333333332,0.012472191289246471,bm25,0.014573782294933153,0.010673191491180954,-0.013920887684167771,-0.034380291994787086,0.016626514235078275
0.028513430429982858,0.39215442206204765,0.34400368654112434,0.31069125720463076,0.03252957587405752,0.02980340039228641,0.3019590545143379,0.24560599565183533,0.21161475864954138,0.03400123940703893,rule_based_rewrite,0.005244238312542443,0.05744444444444445,0.04867777777777778,0.04300925925925926,0.005982894569925353,5,failure_type_policy,0.014696369922157275,0.12666666666666668,0.09866666666666667,0.08333333333333333,0.01676636845327906,bm25,0.01781106957961771,-0.12035825216986339,-0.13972655321012117,-0.17252688739380662,0.020319776700001943
0.02967958760214947,0.46994604971121523,0.4270458409543386,0.3763032931002902,0.03385998746049296,0.028435746203078635,0.40570973248349174,0.3722674841178629,0.3185337659099734,0.032440949745416,label_retriever_policy,0.004523642331091544,0.07998941798941799,0.07242169312169312,0.06621164021164021,0.005160801917457298,5,label_retriever_policy,0.016835222336254164,0.19,0.17066666666666666,0.15,0.01920648038785058,bm25,0.011144753613643763,0.007827062255404948,-0.0130650647440935,-0.026555350027356185,0.012714503404384634
0.03578746913788178,0.4961843122117282,0.45031327078360095,0.3893408034896447,0.0408281702729487,0.03738962997192503,0.4324176203475048,0.38554831695985975,0.31982501157714116,0.042655997076932614,q_table_rewrite,0.006457901821134543,0.08871164021164021,0.08236322751322751,0.07383862433862434,0.00736750380820231,5,offline_q_learning,0.016528171237146734,0.21666666666666667,0.19666666666666668,0.16666666666666666,0.018856180831641273,bm25,0.01400002219888094,0.015403055332863043,0.00021576809790326297,-0.025264104360188454,0.015971939450614217
0.030189601012182644,0.5864496800789739,0.5392057257264792,0.4945719069805262,0.03444183677389635,0.03027673142768044,0.6066664402149107,0.5564046358591922,0.520494024172018,0.03454123959632537,oracle_best_rewrite,0.005009928743377234,0.12126984126984126,0.11321243386243388,0.10768783068783068,0.005715582261541631,5,oracle_best_strategy,0.014696369922157266,0.2733333333333333,0.24866666666666667,0.23,0.01676636845327905,bm25,0.009467780489201548,0.1843491335307094,0.1710720869972357,0.15896137318742426,0.010801326923418815
0.028907899259244255,0.46321186204565123,0.41840499190380714,0.3788575969540243,0.03297960603591121,0.0265149112017074,0.4223173066842013,0.38533254886195645,0.3450891159373296,0.030249563196116522,original_query,0.004011370605812209,0.06867460317460317,0.06428677248677248,0.05758730158730158,0.004576376202826843,5,original_only,0.012292393311854825,0.16333333333333333,0.14733333333333334,0.13,0.014023789311975083,bm25,0.0,0.0,0.0,0.0,0.0
0.03153071450231978,0.4754798569639986,0.44670037850187916,0.38603468104066513,0.03597184745220688,0.03585199251234931,0.41457604302105505,0.3831198573966913,0.3168406011463022,0.04090178182980945,recovery_ranker_policy,0.0063159717508670275,0.08921957671957671,0.08025291005291005,0.07188492063492063,0.0072055827443403275,5,recovery_ranker_policy,0.015869411527281725,0.20333333333333334,0.19,0.16,0.018104634152000358,bm25,0.016288974559832282,0.022745246380614825,-0.002212691465265181,-0.02824851479102745,0.018583293060994745
0.032073196755386,0.5060965929134826,0.4631626943148093,0.41267413682297804,0.03659073887794327,0.031909805043220864,0.47375246532708665,0.4232573083347435,0.37491955777168734,0.03640433327826912,refined_label_rule_model_policy,0.005888467645544131,0.09665740740740741,0.08682089947089948,0.07912698412698413,0.006717864254461641,5,refined_label_rule_model_policy,0.012668603360714667,0.24,0.21800000000000003,0.2,0.01445298892578586,bm25,0.00983768210914613,0.051435158642885365,0.03792475947278704,0.02356392257054763,0.011223329559736863
